"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MT000016597","LUQA, MT","2017-05-13","0.00","75","84",
"MT000016597","LUQA, MT","2017-05-14","0.00","70","76",
"MT000016597","LUQA, MT","2017-05-15","0.00","69","80",
"MT000016597","LUQA, MT","2017-05-16","0.00","68","77",
"MT000016597","LUQA, MT","2017-05-17","0.00","69","78","61"
"MT000016597","LUQA, MT","2017-05-18","0.00","68","78","61"
"MT000016597","LUQA, MT","2017-05-19","0.00","69","76","61"
"MT000016597","LUQA, MT","2017-05-20","0.01","69","77",
"MT000016597","LUQA, MT","2017-05-21","0.00","67","75","61"
"MT000016597","LUQA, MT","2017-05-22","0.00","69","79",
"MT000016597","LUQA, MT","2017-05-23","0.00","70","78","61"
"MT000016597","LUQA, MT","2017-05-24",,"68","77",
"MT000016597","LUQA, MT","2017-05-25","0.00","68","77","62"
"MT000016597","LUQA, MT","2017-05-26","0.00","69","78","60"
"MT000016597","LUQA, MT","2017-05-27","0.01","70","77","63"
"MT000016597","LUQA, MT","2017-05-28","0.00","70","80",
"MT000016597","LUQA, MT","2017-05-29","0.00","69","78","62"
"MT000016597","LUQA, MT","2017-05-30","0.00","69","77","61"
"MT000016597","LUQA, MT","2017-05-31","0.00","70","76",
"MT000016597","LUQA, MT","2017-06-01","0.00","72","81","62"
"MT000016597","LUQA, MT","2017-06-02","0.00","72","82","63"
"MT000016597","LUQA, MT","2017-06-03","0.00","74","86","63"
"MT000016597","LUQA, MT","2017-06-04","0.00","75","86","65"
"MT000016597","LUQA, MT","2017-06-05","0.00","75","83","66"
"MT000016597","LUQA, MT","2017-06-06","0.00","71","76",
"MT000016597","LUQA, MT","2017-06-07","0.19","74","84",
"MT000016597","LUQA, MT","2017-06-08","0.00","73","81",
"MT000016597","LUQA, MT","2017-06-09","0.00","72","81","63"
"MT000016597","LUQA, MT","2017-06-10","0.00","73","81","64"
"MT000016597","LUQA, MT","2017-06-11","0.00","74","83","65"
"MT000016597","LUQA, MT","2017-06-12","0.00","75","82",
"MT000016597","LUQA, MT","2017-06-13","0.00","75","84","67"
"MT000016597","LUQA, MT","2017-06-14","0.00","75","82","67"
"MT000016597","LUQA, MT","2017-06-15","0.00","75","86","66"
"MT000016597","LUQA, MT","2017-06-16","0.00","78","89","67"
"MT000016597","LUQA, MT","2017-06-17","0.00","79","90","72"
"MT000016597","LUQA, MT","2017-06-18","0.00","76","84",
"MT000016597","LUQA, MT","2017-06-19","0.00","74","81",
"MT000016597","LUQA, MT","2017-06-20","0.09","75","85","67"
"MT000016597","LUQA, MT","2017-06-21","0.00","76","84","69"
"MT000016597","LUQA, MT","2017-06-22","0.00","76","85","67"
"MT000016597","LUQA, MT","2017-06-23","0.00","79","89","71"
"MT000016597","LUQA, MT","2017-06-24","0.00","79",,"72"
"MT000016597","LUQA, MT","2017-06-25","0.00","81","91","71"
"MT000016597","LUQA, MT","2017-06-26","0.00","82","91","75"
"MT000016597","LUQA, MT","2017-06-27","0.00","84","92","76"
"MT000016597","LUQA, MT","2017-06-28","0.00","86","96","79"
"MT000016597","LUQA, MT","2017-06-29","0.00","87","98",
"MT000016597","LUQA, MT","2017-06-30","0.00","87","96","78"
"MT000016597","LUQA, MT","2017-07-01","0.00","86","94",
"MT000016597","LUQA, MT","2017-07-02","0.00","79","88",
"MT000016597","LUQA, MT","2017-07-03","0.00","77","85","71"
"MT000016597","LUQA, MT","2017-07-04","0.00","78","86","69"
"MT000016597","LUQA, MT","2017-07-05","0.00","78","87","71"
"MT000016597","LUQA, MT","2017-07-06","0.00","80","92","69"
"MT000016597","LUQA, MT","2017-07-07","0.00","83","95",
"MT000016597","LUQA, MT","2017-07-08","0.00","84","93","72"
"MT000016597","LUQA, MT","2017-07-09","0.00","85","97","72"
"MT000016597","LUQA, MT","2017-07-10","0.00","86","98","75"
"MT000016597","LUQA, MT","2017-07-11","0.00","84","95","73"
"MT000016597","LUQA, MT","2017-07-12","0.00","86","95","75"
"MT000016597","LUQA, MT","2017-07-13","0.00","88","102",
"MT000016597","LUQA, MT","2017-07-14","0.00","83","92",
"MT000016597","LUQA, MT","2017-07-15","0.00","80","90","72"
"MT000016597","LUQA, MT","2017-07-16","0.00","79","86","73"
"MT000016597","LUQA, MT","2017-07-17","0.00","79","86","73"
"MT000016597","LUQA, MT","2017-07-18","0.00","78","87","70"
"MT000016597","LUQA, MT","2017-07-19","0.00","78","86","70"
"MT000016597","LUQA, MT","2017-07-20","0.00","79","87","70"
"MT000016597","LUQA, MT","2017-07-21","0.00","80","89","70"
"MT000016597","LUQA, MT","2017-07-22","0.00","80",,"71"
"MT000016597","LUQA, MT","2017-07-23","0.00","85","95",
"MT000016597","LUQA, MT","2017-07-24","0.00","86","96","80"
"MT000016597","LUQA, MT","2017-07-25","0.00","82","93",
"MT000016597","LUQA, MT","2017-07-26","0.00","78","84","74"
"MT000016597","LUQA, MT","2017-07-27","0.00","77","84",
"MT000016597","LUQA, MT","2017-07-28","0.00","78","88","71"
"MT000016597","LUQA, MT","2017-07-29","0.00","79","90","71"
"MT000016597","LUQA, MT","2017-07-30","0.00","80","89","71"
"MT000016597","LUQA, MT","2017-07-31","0.00","81","89","73"
"MT000016597","LUQA, MT","2017-08-01","0.00","83","95","73"
"MT000016597","LUQA, MT","2017-08-02","0.00","86","95",
"MT000016597","LUQA, MT","2017-08-03","0.00","88","99",
"MT000016597","LUQA, MT","2017-08-04","0.00","88","100","77"
"MT000016597","LUQA, MT","2017-08-05","0.00","89","101","79"
"MT000016597","LUQA, MT","2017-08-06","0.00","89","99","81"
"MT000016597","LUQA, MT","2017-08-07","0.00","88","99","78"
"MT000016597","LUQA, MT","2017-08-08","0.00","87","95",
"MT000016597","LUQA, MT","2017-08-09","0.00","87","97","76"
"MT000016597","LUQA, MT","2017-08-10","0.00","87","97","77"
"MT000016597","LUQA, MT","2017-08-11","0.00","86","98",
"MT000016597","LUQA, MT","2017-08-12","0.00","80","88",
"MT000016597","LUQA, MT","2017-08-13","0.00","79","86","73"
"MT000016597","LUQA, MT","2017-08-14","0.00","79","86","72"
"MT000016597","LUQA, MT","2017-08-15","0.00","79",,
"MT000016597","LUQA, MT","2017-08-16","0.00","80","90","71"
"MT000016597","LUQA, MT","2017-08-17","0.00","83","95",
"MT000016597","LUQA, MT","2017-08-18","0.00","82","90","74"
"MT000016597","LUQA, MT","2017-08-19","0.00","84","94","73"
"MT000016597","LUQA, MT","2017-08-20","0.00","82","91","74"
"MT000016597","LUQA, MT","2017-08-21","0.00","80","87",
"MT000016597","LUQA, MT","2017-08-22","0.00","79","86","73"
"MT000016597","LUQA, MT","2017-08-23","0.00","79","86","72"
"MT000016597","LUQA, MT","2017-08-24","0.04","79","87",
"MT000016597","LUQA, MT","2017-08-25","0.05","80","90","72"
"MT000016597","LUQA, MT","2017-08-26","0.00","81","91","73"
"MT000016597","LUQA, MT","2017-08-27","0.00","81","94","71"
"MT000016597","LUQA, MT","2017-08-28","0.00","83","95","70"
"MT000016597","LUQA, MT","2017-08-29","0.00","83","90",
"MT000016597","LUQA, MT","2017-08-30","0.00","81","89",
"MT000016597","LUQA, MT","2017-08-31",,"80","88",
"MT000016597","LUQA, MT","2017-09-01","0.00","79","86",
"MT000016597","LUQA, MT","2017-09-02","0.00","81","87","74"
"MT000016597","LUQA, MT","2017-09-03","0.00","78","84",
"MT000016597","LUQA, MT","2017-09-04","0.00","77","82","71"
"MT000016597","LUQA, MT","2017-09-05","0.00","76","85","69"
"MT000016597","LUQA, MT","2017-09-06","0.00","78","89","69"
"MT000016597","LUQA, MT","2017-09-07","0.00","77","85","69"
"MT000016597","LUQA, MT","2017-09-08","0.06","75","84","67"
"MT000016597","LUQA, MT","2017-09-09","0.78","75","83","67"
"MT000016597","LUQA, MT","2017-09-10","0.01","80","85","74"
"MT000016597","LUQA, MT","2017-09-11","0.01","76","81","70"
"MT000016597","LUQA, MT","2017-09-12","0.00","78","85","71"
"MT000016597","LUQA, MT","2017-09-13","0.00","77","85","69"
"MT000016597","LUQA, MT","2017-09-14","0.00","76","84","69"
"MT000016597","LUQA, MT","2017-09-15","0.01","79","88","71"
"MT000016597","LUQA, MT","2017-09-16","0.01","80","89","71"
"MT000016597","LUQA, MT","2017-09-17","0.01","81","88",
"MT000016597","LUQA, MT","2017-09-18","0.01","77","83",
"MT000016597","LUQA, MT","2017-09-19","0.00","76","86","70"
"MT000016597","LUQA, MT","2017-09-20","0.00","72","79",
"MT000016597","LUQA, MT","2017-09-21","0.00","70","79","62"
"MT000016597","LUQA, MT","2017-09-22","0.00","71","79","62"
"MT000016597","LUQA, MT","2017-09-23","0.00","74","80","67"
"MT000016597","LUQA, MT","2017-09-24","0.33","72","76","63"
"MT000016597","LUQA, MT","2017-09-25","0.48","72","80",
"MT000016597","LUQA, MT","2017-09-26","0.01","72","80",
"MT000016597","LUQA, MT","2017-09-27","0.00","72","79","65"
"MT000016597","LUQA, MT","2017-09-28","0.00","71","78","66"
"MT000016597","LUQA, MT","2017-09-29","0.00","72","78",
"MT000016597","LUQA, MT","2017-09-30","0.00","70","78","64"
"MT000016597","LUQA, MT","2017-10-01","0.00","71","79",
"MT000016597","LUQA, MT","2017-10-02","0.01","69","72","64"
"MT000016597","LUQA, MT","2017-10-03","1.61","70",,"66"
"MT000016597","LUQA, MT","2017-10-04","0.29","71","74",
"MT000016597","LUQA, MT","2017-10-05","0.00","73","76","67"
"MT000016597","LUQA, MT","2017-10-06","0.86","72","77",
"MT000016597","LUQA, MT","2017-10-07","0.08","71","77",
"MT000016597","LUQA, MT","2017-10-08","0.02","66","72","59"
"MT000016597","LUQA, MT","2017-10-09","0.00","68","75","60"
"MT000016597","LUQA, MT","2017-10-10","0.00","70","77","63"
"MT000016597","LUQA, MT","2017-10-11","0.01","70","77",
"MT000016597","LUQA, MT","2017-10-12","0.00","69","75","64"
"MT000016597","LUQA, MT","2017-10-13","0.00","68",,"62"
"MT000016597","LUQA, MT","2017-10-14","0.00","67","76","60"
"MT000016597","LUQA, MT","2017-10-15","0.01","68","76",
"MT000016597","LUQA, MT","2017-10-16","0.00","69","76",
"MT000016597","LUQA, MT","2017-10-17","0.02","67","76",
"MT000016597","LUQA, MT","2017-10-18","0.01","67","77","59"
"MT000016597","LUQA, MT","2017-10-19","0.00","70","77","62"
"MT000016597","LUQA, MT","2017-10-20","0.00","72","78","66"
"MT000016597","LUQA, MT","2017-10-21","0.01","71","76",
"MT000016597","LUQA, MT","2017-10-22","0.00","71","78","64"
"MT000016597","LUQA, MT","2017-10-23","0.04","68","73",
"MT000016597","LUQA, MT","2017-10-24","0.01","66","72","62"
"MT000016597","LUQA, MT","2017-10-25","0.02","67",,"62"
"MT000016597","LUQA, MT","2017-10-26","0.00","66","71",
"MT000016597","LUQA, MT","2017-10-27","0.00","67","73","60"
"MT000016597","LUQA, MT","2017-10-28","0.01","67","71",
"MT000016597","LUQA, MT","2017-10-29","0.08","66","72",
"MT000016597","LUQA, MT","2017-10-30","0.00","68","74",
"MT000016597","LUQA, MT","2017-10-31","0.00","66","74","61"
"MT000016597","LUQA, MT","2017-11-01","0.00","65","70","61"
"MT000016597","LUQA, MT","2017-11-02","0.22","64","71","59"
"MT000016597","LUQA, MT","2017-11-03","0.13","67","73","59"
"MT000016597","LUQA, MT","2017-11-04","0.01","66","71","59"
"MT000016597","LUQA, MT","2017-11-05","0.00","67","71","64"
"MT000016597","LUQA, MT","2017-11-06",,"68","73",
"MT000016597","LUQA, MT","2017-11-07","0.02","62","68","59"
"MT000016597","LUQA, MT","2017-11-08","0.00","63","70","58"
"MT000016597","LUQA, MT","2017-11-09","0.00","65","70","56"
"MT000016597","LUQA, MT","2017-11-10","0.00","67","72","59"
"MT000016597","LUQA, MT","2017-11-11","0.09","67","72",
"MT000016597","LUQA, MT","2017-11-12","0.00","68","72",
"MT000016597","LUQA, MT","2017-11-13","0.01","64","70",
"MT000016597","LUQA, MT","2017-11-14","0.29","54","65","49"
"MT000016597","LUQA, MT","2017-11-15","0.75","58",,"50"
"MT000016597","LUQA, MT","2017-11-16","0.38","59","65","55"
"MT000016597","LUQA, MT","2017-11-17","0.44","60","65","56"
"MT000016597","LUQA, MT","2017-11-18","0.10","61","68","57"
"MT000016597","LUQA, MT","2017-11-19","0.01","61","66","57"
"MT000016597","LUQA, MT","2017-11-20","0.00","62","67",
"MT000016597","LUQA, MT","2017-11-21","0.00","60","66",
"MT000016597","LUQA, MT","2017-11-22","0.01","61",,"55"
"MT000016597","LUQA, MT","2017-11-23","0.00","62","68","55"
"MT000016597","LUQA, MT","2017-11-24","0.00","63","68",
"MT000016597","LUQA, MT","2017-11-25","0.01","61","68","53"
"MT000016597","LUQA, MT","2017-11-26","0.01","63","68","59"
"MT000016597","LUQA, MT","2017-11-27","0.00","57","62",
"MT000016597","LUQA, MT","2017-11-28","0.02","56","61","52"
"MT000016597","LUQA, MT","2017-11-29","0.01","62",,"54"
"MT000016597","LUQA, MT","2017-11-30","0.00","67","70","63"
"MT000016597","LUQA, MT","2017-12-01","0.00","58","67",
"MT000016597","LUQA, MT","2017-12-02","0.04","56","62","51"
"MT000016597","LUQA, MT","2017-12-03","0.15","56","62","50"
"MT000016597","LUQA, MT","2017-12-04","0.00","55","60","51"
"MT000016597","LUQA, MT","2017-12-05","0.06","55","61","49"
"MT000016597","LUQA, MT","2017-12-06","0.01","54","61",
"MT000016597","LUQA, MT","2017-12-07","0.00","54","63","47"
"MT000016597","LUQA, MT","2017-12-08","0.00","55","63","47"
"MT000016597","LUQA, MT","2017-12-09","0.00","59","64","50"
"MT000016597","LUQA, MT","2017-12-10","0.00","55","59",
"MT000016597","LUQA, MT","2017-12-11","0.02","61","65","49"
"MT000016597","LUQA, MT","2017-12-12","0.02","63","67",
"MT000016597","LUQA, MT","2017-12-13","0.00","62","68",
"MT000016597","LUQA, MT","2017-12-14","0.00","58","64","53"
"MT000016597","LUQA, MT","2017-12-15","0.00","62","66","56"
"MT000016597","LUQA, MT","2017-12-16","0.00","60",,
"MT000016597","LUQA, MT","2017-12-17","0.09","55","61","51"
"MT000016597","LUQA, MT","2017-12-18","0.26","52","57","48"
"MT000016597","LUQA, MT","2017-12-19","0.00","51","58","43"
"MT000016597","LUQA, MT","2017-12-20","0.03","52","55","50"
"MT000016597","LUQA, MT","2017-12-21","0.32","52","54","49"
"MT000016597","LUQA, MT","2017-12-22","0.00","51","56",
"MT000016597","LUQA, MT","2017-12-23","0.00","53","60","44"
"MT000016597","LUQA, MT","2017-12-24","0.00","53","61","46"
"MT000016597","LUQA, MT","2017-12-25","0.00","55",,"48"
"MT000016597","LUQA, MT","2017-12-26","0.01","56","61","51"
"MT000016597","LUQA, MT","2017-12-27","0.00","58","61","55"
"MT000016597","LUQA, MT","2017-12-28","0.15","56","60",
"MT000016597","LUQA, MT","2017-12-29","0.38","53",,"48"
"MT000016597","LUQA, MT","2017-12-30","0.24","57","62",
"MT000016597","LUQA, MT","2017-12-31","0.00","59",,
"MT000016597","LUQA, MT","2018-01-01","0.01","59",,"54"
"MT000016597","LUQA, MT","2018-01-02","0.00","58","62","55"
"MT000016597","LUQA, MT","2018-01-03","0.00","58","61","53"
"MT000016597","LUQA, MT","2018-01-04","0.00","61","63","60"
"MT000016597","LUQA, MT","2018-01-05","0.00","60","65",
"MT000016597","LUQA, MT","2018-01-06","0.01","60","65","54"
"MT000016597","LUQA, MT","2018-01-07","0.00","63","66","59"
"MT000016597","LUQA, MT","2018-01-08","0.00","63","67",
"MT000016597","LUQA, MT","2018-01-09","0.00","62",,
"MT000016597","LUQA, MT","2018-01-10","0.00","57","62",
"MT000016597","LUQA, MT","2018-01-11","0.00","56","62",
"MT000016597","LUQA, MT","2018-01-12","0.20","52","58",
"MT000016597","LUQA, MT","2018-01-13","0.23","54","60","47"
"MT000016597","LUQA, MT","2018-01-14","0.00","55","61","47"
"MT000016597","LUQA, MT","2018-01-15","0.00","56","61",
"MT000016597","LUQA, MT","2018-01-16","0.00","56","62","49"
"MT000016597","LUQA, MT","2018-01-17","0.00","59","63","56"
"MT000016597","LUQA, MT","2018-01-18","0.00","55","61",
"MT000016597","LUQA, MT","2018-01-19","0.00","56","61","49"
"MT000016597","LUQA, MT","2018-01-20","0.00","55","62",
"MT000016597","LUQA, MT","2018-01-21","0.00","56",,"50"
"MT000016597","LUQA, MT","2018-01-22","0.05","59","64",
"MT000016597","LUQA, MT","2018-01-23","0.00","58","64",
"MT000016597","LUQA, MT","2018-01-24","0.01","55","61",
"MT000016597","LUQA, MT","2018-01-25","0.00","52","58","45"
"MT000016597","LUQA, MT","2018-01-26","0.00","56","62","49"
"MT000016597","LUQA, MT","2018-01-27","0.00","58","64","54"
"MT000016597","LUQA, MT","2018-01-28","0.00","57","63",
"MT000016597","LUQA, MT","2018-01-29","0.00","54","64","48"
"MT000016597","LUQA, MT","2018-01-30","0.01","54","62","46"
"MT000016597","LUQA, MT","2018-01-31","0.00","55","62",
"MT000016597","LUQA, MT","2018-02-01","0.00","58","63","50"
"MT000016597","LUQA, MT","2018-02-02","0.00","61",,
"MT000016597","LUQA, MT","2018-02-03","0.10","58","63",
"MT000016597","LUQA, MT","2018-02-04","0.38","52","58",
"MT000016597","LUQA, MT","2018-02-05","0.00","54","61","44"
"MT000016597","LUQA, MT","2018-02-06","0.00","59","63",
"MT000016597","LUQA, MT","2018-02-07","0.01","57","60","54"
"MT000016597","LUQA, MT","2018-02-08","0.00","55","62",
"MT000016597","LUQA, MT","2018-02-09","0.19","52","54","49"
"MT000016597","LUQA, MT","2018-02-10","4.28","53","58","48"
"MT000016597","LUQA, MT","2018-02-11","0.43","53","59","47"
"MT000016597","LUQA, MT","2018-02-12","0.02","53","56","47"
"MT000016597","LUQA, MT","2018-02-13","0.11","55","61",
"MT000016597","LUQA, MT","2018-02-14","0.01","52","58",
"MT000016597","LUQA, MT","2018-02-15","0.46","52","58","47"
"MT000016597","LUQA, MT","2018-02-16","0.00","50",,"44"
"MT000016597","LUQA, MT","2018-02-17","0.00","54","60","45"
"MT000016597","LUQA, MT","2018-02-18","0.03","56","61",
"MT000016597","LUQA, MT","2018-02-19","0.01","56",,"51"
"MT000016597","LUQA, MT","2018-02-20","0.01","54","60",
"MT000016597","LUQA, MT","2018-02-21","0.34","52","59",
"MT000016597","LUQA, MT","2018-02-22","0.04","56","63","46"
"MT000016597","LUQA, MT","2018-02-23","0.05","55",,"49"
"MT000016597","LUQA, MT","2018-02-24","0.48","55","59","50"
"MT000016597","LUQA, MT","2018-02-25","0.00","57","65",
"MT000016597","LUQA, MT","2018-02-26","0.06","54","60","50"
"MT000016597","LUQA, MT","2018-02-27","0.15","54","63","45"
"MT000016597","LUQA, MT","2018-02-28","0.00","54","61","44"
"MT000016597","LUQA, MT","2018-03-01","0.00","61","65","57"
"MT000016597","LUQA, MT","2018-03-02","0.00","62","74",
"MT000016597","LUQA, MT","2018-03-03","0.00","61","68","53"
"MT000016597","LUQA, MT","2018-03-04","0.00","61","68","54"
"MT000016597","LUQA, MT","2018-03-05","0.05","60","64","56"
"MT000016597","LUQA, MT","2018-03-06","0.00","59","64",
"MT000016597","LUQA, MT","2018-03-07","0.01","58","63",
"MT000016597","LUQA, MT","2018-03-08","0.01","56","63","51"
"MT000016597","LUQA, MT","2018-03-09","0.00","59","65","52"
"MT000016597","LUQA, MT","2018-03-10","0.02","61","69","54"
"MT000016597","LUQA, MT","2018-03-11","0.00","62","67",
"MT000016597","LUQA, MT","2018-03-12","0.00","61","70",
"MT000016597","LUQA, MT","2018-03-13","0.00","58","63",
"MT000016597","LUQA, MT","2018-03-14","0.00","58","64",
"MT000016597","LUQA, MT","2018-03-15","0.01","60","65","51"
"MT000016597","LUQA, MT","2018-03-16","0.00","65","71","61"
"MT000016597","LUQA, MT","2018-03-17","0.00","62","67",
"MT000016597","LUQA, MT","2018-03-18","0.00","59","65","53"
"MT000016597","LUQA, MT","2018-03-19","0.02","56","63",
"MT000016597","LUQA, MT","2018-03-20","0.05","59","64","51"
"MT000016597","LUQA, MT","2018-03-21","0.00","57","64","51"
"MT000016597","LUQA, MT","2018-03-22","0.25","54","58",
"MT000016597","LUQA, MT","2018-03-23","0.13","51","58","47"
"MT000016597","LUQA, MT","2018-03-24","1.07","54","60","47"
"MT000016597","LUQA, MT","2018-03-25","0.06","57","60","54"
"MT000016597","LUQA, MT","2018-03-26","0.06","56","63","51"
"MT000016597","LUQA, MT","2018-03-27","0.04","56","63","51"
"MT000016597","LUQA, MT","2018-03-28","0.03","57","63","49"
"MT000016597","LUQA, MT","2018-03-29","0.01","60","67","53"
"MT000016597","LUQA, MT","2018-03-30","0.00","66","72","59"
"MT000016597","LUQA, MT","2018-03-31","0.00","64","72",
"MT000016597","LUQA, MT","2018-04-01","0.00","58","63",
"MT000016597","LUQA, MT","2018-04-02","0.00","56","63",
"MT000016597","LUQA, MT","2018-04-03","0.00","58","65","49"
"MT000016597","LUQA, MT","2018-04-04","0.00","59","64","56"
"MT000016597","LUQA, MT","2018-04-05","0.01","61","67",
"MT000016597","LUQA, MT","2018-04-06","0.00","61","71","53"
"MT000016597","LUQA, MT","2018-04-07","0.00","60","69","50"
"MT000016597","LUQA, MT","2018-04-08","0.00","60","65","53"
"MT000016597","LUQA, MT","2018-04-09","0.04","62","71",
"MT000016597","LUQA, MT","2018-04-10","0.01","59","66","50"
"MT000016597","LUQA, MT","2018-04-11","0.06","62","69","59"
"MT000016597","LUQA, MT","2018-04-12","0.00","63","70",
"MT000016597","LUQA, MT","2018-04-13","0.00","63","69","58"
"MT000016597","LUQA, MT","2018-04-14","0.01","63","67","60"
"MT000016597","LUQA, MT","2018-04-15","0.00","63","72",
"MT000016597","LUQA, MT","2018-04-16","0.00","61","69",
"MT000016597","LUQA, MT","2018-04-17","0.00","62",,"56"
"MT000016597","LUQA, MT","2018-04-18","0.00","61","67","55"
"MT000016597","LUQA, MT","2018-04-19","0.01","63","69","58"
"MT000016597","LUQA, MT","2018-04-20","0.01","65","73","60"
"MT000016597","LUQA, MT","2018-04-21","0.00","67","78","58"
"MT000016597","LUQA, MT","2018-04-22","0.00","65","76","55"
"MT000016597","LUQA, MT","2018-04-23","0.00","66","76","56"
"MT000016597","LUQA, MT","2018-04-24","0.00","68","80","58"
"MT000016597","LUQA, MT","2018-04-25","0.00","67","77","56"
"MT000016597","LUQA, MT","2018-04-26","0.00","66","76","57"
"MT000016597","LUQA, MT","2018-04-27","0.00","67","72",
"MT000016597","LUQA, MT","2018-04-28","0.00","66","72","63"
"MT000016597","LUQA, MT","2018-04-29","0.00","67","72",
"MT000016597","LUQA, MT","2018-04-30","0.00","68","79",
"MT000016597","LUQA, MT","2018-05-01","0.00","67","74",
"MT000016597","LUQA, MT","2018-05-02","0.00","65","73",
"MT000016597","LUQA, MT","2018-05-03","0.06","60","63","58"
"MT000016597","LUQA, MT","2018-05-04","0.06","63","70","57"
"MT000016597","LUQA, MT","2018-05-05","0.00","64","73","56"
"MT000016597","LUQA, MT","2018-05-06","0.01","65","75","55"
"MT000016597","LUQA, MT","2018-05-07","0.02","67","78","56"
"MT000016597","LUQA, MT","2018-05-08","0.00","67","75","58"
"MT000016597","LUQA, MT","2018-05-09","0.00","65","73",
"MT000016597","LUQA, MT","2018-05-10","0.00","65","72","61"
"MT000016597","LUQA, MT","2018-05-11","0.00","66","75",
"MT000016597","LUQA, MT","2018-05-12","0.00","66","76",
"MT000016597","LUQA, MT","2018-05-13","0.00","67","76","58"
"MT000016597","LUQA, MT","2018-05-14","0.00","67","75","62"
"MT000016597","LUQA, MT","2018-05-15","0.00","65","71",
"MT000016597","LUQA, MT","2018-05-16","0.01","65","72","58"
"MT000016597","LUQA, MT","2018-05-17","0.00","66","72","64"
"MT000016597","LUQA, MT","2018-05-18","0.02","68","72",
"MT000016597","LUQA, MT","2018-05-19","0.02","67","73","64"
"MT000016597","LUQA, MT","2018-05-20","0.01","67","74",
"MT000016597","LUQA, MT","2018-05-21","0.06","69","77","65"
"MT000016597","LUQA, MT","2018-05-22","0.00","69","75","65"
"MT000016597","LUQA, MT","2018-05-23","0.00","68","75",
"MT000016597","LUQA, MT","2018-05-24","0.00","69","79","62"
"MT000016597","LUQA, MT","2018-05-25","0.00","69","76",
"MT000016597","LUQA, MT","2018-05-26","0.00","72","82","61"
"MT000016597","LUQA, MT","2018-05-27","0.01","74","83","66"
"MT000016597","LUQA, MT","2018-05-28","0.00","73","82","66"
"MT000016597","LUQA, MT","2018-05-29","0.00","72","80","68"
"MT000016597","LUQA, MT","2018-05-30","0.00","73","79",
"MT000016597","LUQA, MT","2018-05-31","0.01","74","82","67"
"MT000016597","LUQA, MT","2018-06-01","0.00","75","86","66"
"MT000016597","LUQA, MT","2018-06-02","0.00","77","87",
"MT000016597","LUQA, MT","2018-06-03","0.00","75","85","67"
"MT000016597","LUQA, MT","2018-06-04","0.00","75","84",
"MT000016597","LUQA, MT","2018-06-05","0.00","76","86","69"
"MT000016597","LUQA, MT","2018-06-06","0.00","75","81",
"MT000016597","LUQA, MT","2018-06-07","0.00","76","84",
"MT000016597","LUQA, MT","2018-06-08","0.00","74","80",
"MT000016597","LUQA, MT","2018-06-09","0.00","73","82","66"
"MT000016597","LUQA, MT","2018-06-10","0.00","76","88","67"
"MT000016597","LUQA, MT","2018-06-11","0.00","76","88","67"
"MT000016597","LUQA, MT","2018-06-12","0.00","78","89","70"
"MT000016597","LUQA, MT","2018-06-13","0.00","75","86",
"MT000016597","LUQA, MT","2018-06-14","0.00","72","80","68"
"MT000016597","LUQA, MT","2018-06-15","0.00","71","78","67"
"MT000016597","LUQA, MT","2018-06-16","0.00","72","79","67"
"MT000016597","LUQA, MT","2018-06-17","0.00","72","80","67"
"MT000016597","LUQA, MT","2018-06-18","0.00","73","82","68"
"MT000016597","LUQA, MT","2018-06-19","0.00","75","82","67"
"MT000016597","LUQA, MT","2018-06-20","0.00","74","83",
"MT000016597","LUQA, MT","2018-06-21","0.00","73","81",
"MT000016597","LUQA, MT","2018-06-22","0.39","74","82","66"
"MT000016597","LUQA, MT","2018-06-23","0.00","77","86",
"MT000016597","LUQA, MT","2018-06-24","0.00","74","81",
"MT000016597","LUQA, MT","2018-06-25","0.00","71","76",
"MT000016597","LUQA, MT","2018-06-26","0.06","73","81",
"MT000016597","LUQA, MT","2018-06-27","0.00","74","83","67"
"MT000016597","LUQA, MT","2018-06-28","0.00","75","86","65"
"MT000016597","LUQA, MT","2018-06-29","0.00","74","83","66"
"MT000016597","LUQA, MT","2018-06-30","0.00","75","83",
"MT000016597","LUQA, MT","2018-07-01","0.01","77","86",
"MT000016597","LUQA, MT","2018-07-02","0.00","77","84",
"MT000016597","LUQA, MT","2018-07-03","0.01","77","86",
"MT000016597","LUQA, MT","2018-07-04","0.00","79","91","70"
"MT000016597","LUQA, MT","2018-07-05","0.00","80","89","71"
"MT000016597","LUQA, MT","2018-07-06","0.00","79","88","74"
"MT000016597","LUQA, MT","2018-07-07","0.00","78","89","71"
"MT000016597","LUQA, MT","2018-07-08","0.00","79","89",
"MT000016597","LUQA, MT","2018-07-09","0.00","78","87",
"MT000016597","LUQA, MT","2018-07-10","0.00","78","88","72"
"MT000016597","LUQA, MT","2018-07-11","0.00","78","87",
"MT000016597","LUQA, MT","2018-07-12","0.00","82","92","73"
"MT000016597","LUQA, MT","2018-07-13","0.00","83","96","73"
"MT000016597","LUQA, MT","2018-07-14","0.00","85","95","74"
"MT000016597","LUQA, MT","2018-07-15","0.00","81","89","75"
"MT000016597","LUQA, MT","2018-07-16","0.00","81","91",
"MT000016597","LUQA, MT","2018-07-17","0.00","80","87","74"
"MT000016597","LUQA, MT","2018-07-18","0.00","80",,"73"
